Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Unnamed: 13
BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,6833080,0,0,0,0,0,0,0,120,120,00
BUENOS AIRES,Tres Arroyos,San Mayol,6833090,0,0,0,0,9,0,0,11,20,00
BUENOS AIRES,Tres Arroyos,Tres Arroyos,6833100,1352,14525,61,1513,61,1,0,903,18416,00
BUENOS AIRES,Tres De Febrero,11 De Septiembre,6840010,34,1181,0,5,1,1,0,0,1222,00
BUENOS AIRES,Tres De Febrero,Caseros,6840010,3191,22642,2,8778,25,0,0,2,34640,00
BUENOS AIRES,Tres De Febrero,Churruca,6840010,14,834,0,1543,0,0,0,0,2391,00
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,6840010,550,5184,0,811,2,0,0,0,6547,00
BUENOS AIRES,Tres De Febrero,Ciudadela,6840010,314,11567,67,14121,117,3,0,4,26193,00
BUENOS AIRES,Tres De Febrero,El Libertador,6840010,189,2533,0,0,0,0,0,0,2722,00
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,6840010,141,1877,0,546,3,0,0,5,2572,00
BUENOS AIRES,Tres De Febrero,Loma Hermosa,6840010,1210,5544,0,52,18,0,0,0,6824,00
BUENOS AIRES,Tres De Febrero,Martín Coronado,6840010,218,4982,1,2601,6,0,0,0,7808,00
BUENOS AIRES,Tres De Febrero,Pablo Podestá,6840010,1568,3358,0,7,12,0,0,438,5383,00
BUENOS AIRES,Tres De Febrero,Remedios De Escalada,6840010,159,2717,0,7814,16,0,0,0,10706,00
BUENOS AIRES,Tres De Febrero,Saenz Peña,6840010,312,4995,0,954,0,1,0,1,6263,00
BUENOS AIRES,Tres De Febrero,Santos Lugares,6840010,366,6158,0,1313,8,0,0,1,7846,00
BUENOS AIRES,Tres De Febrero,Villa Bosch (Est Juan Maria Bosch),6840010,299,7132,0,5788,3,0,0,0,13222,00
BUENOS AIRES,Tres De Febrero,Villa Raffo,6840010,141,2022,0,654,3,0,0,0,2820,00
BUENOS AIRES,Tres Lomas,Tres Lomas,6847020,93,724,1,136,319,0,0,94,1367,00
BUENOS AIRES,Vicente López,Carapachay,6861010,966,5363,1,2051,2,0,0,0,8383,00
BUENOS AIRES,Vicente López,Florida,6861010,1400,14599,2,6370,6,0,0,2,22379,00
BUENOS AIRES,Vicente López,Florida Oeste,6861010,334,5468,0,3171,5,1,0,245,9224,00
BUENOS AIRES,Vicente López,La Lucila,6861010,336,4208,1,1257,1,0,0,0,5803,00
BUENOS AIRES,Vicente López,Munro,6861010,687,9186,8,5621,10,1,0,1,15514,00
BUENOS AIRES,Vicente López,Olivos,6861010,1468,24218,5,9253,10,1,0,0,34955,00
BUENOS AIRES,Vicente López,Vicente López,6861010,338,9861,3,3218,17,0,0,1,13438,00
BUENOS AIRES,Vicente López,Villa Adelina,6861010,0,566,0,1036,0,0,0,0,1602,00
BUENOS AIRES,Vicente López,Villa Martelli,6861010,987,5325,1,4905,3,1,0,375,11597,00
BUENOS AIRES,Villa Gesell,Villa Gesell,6868020,5967,0,0,5036,91,0,0,0,11094,00
BUENOS AIRES,Villarino,Juan Cousté  (Est Algarrobo),6875040,0,0,2,0,0,0,0,82,84,00
BUENOS AIRES,Villarino,Mayor Buratovich,6875050,129,0,0,483,0,0,0,0,612,00
BUENOS AIRES,Villarino,Médanos,6875060,417,375,2,0,0,0,0,103,897,00
BUENOS AIRES,Villarino,Pedro Luro,6875070,393,582,0,1664,1,0,0,550,3190,00
BUENOS AIRES,Villarino,Argerich,6875010,0,0,0,0,0,0,0,29,29,00
BUENOS AIRES,Villarino,Teniente Origone,6875080,0,0,0,0,0,0,0,16,16,00
BUENOS AIRES,Villarino,Country Los Medanos,6875025,0,0,0,0,0,0,0,267,267,00
BUENOS AIRES,Zárate,Lima,6882040,1,1833,0,1,0,2,0,0,1837,00
BUENOS AIRES,Zárate,Zárate,6882050,2447,24539,0,78,700,5,0,982,28751,00
BUENOS AIRES,AMBA,OTROS,Sin Datos,0,0,0,35,0,0,0,13,48,00
CABA,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2000010,140791,1240125,2145,129218,29585,57,0,5758,1547679,00
CATAMARCA,Ambato,El Bolsón,10007030,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Ambato,El Rodeo,10007040,0,0,0,0,0,1,0,152,153,00
CATAMARCA,Ambato,La Puerta,10007060,0,0,0,0,0,5,0,0,5,00
CATAMARCA,Ambato,Las Chacritas,10007070,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Ambato,Los Varela,10007110,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Ambato,Los Talas,10007100,0,0,0,0,0,0,0,66,66,00
CATAMARCA,Ancasti,Ancasti,10014010,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Andalgalá,Andalgalá,10021020,846,0,0,144,1,2,0,203,1196,00
CATAMARCA,Andalgalá,Chaquiago,10021030,0,0,0,9,0,1,0,14,24,00
CATAMARCA,Andalgalá,El Potrero,10021070,0,0,0,13,0,0,0,0,13,00
CATAMARCA,Andalgalá,Aconquija,10021010,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Andalgalá,El Alamito,10021050,0,0,0,0,0,0,0,20,20,00
CATAMARCA,Andalgalá,La Aguada,10021080,0,0,0,11,0,0,0,5,16,00
CATAMARCA,Andalgalá,La Mesada,10021010,0,0,0,1,0,0,0,0,1,00
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,10028010,0,0,0,0,0,6,0,0,6,00
CATAMARCA,Belén,Belén,10035020,0,0,0,0,0,4,0,0,4,00
CATAMARCA,Belén,Hualfín,10035070,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Belén,Londres,10035110,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Belén,El Durazno,10035050,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Belén,Las Juntas,10035100,0,0,0,0,0,0,0,5,5,00
CATAMARCA,Belén,Puerta de San José,10035140,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Capayán,Capayán,10042030,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Capayán,Chumbicha,10042040,150,0,0,5,0,1,0,474,630,00
CATAMARCA,Capayán,Colonia del Valle,10042050,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Capayán,Colonia Nueva Coneta,10042060,0,0,0,10,0,1,0,9,20,00
CATAMARCA,Capayán,Coneta,10042080,0,0,0,10,0,1,0,0,11,00
CATAMARCA,Capayán,Huillapima,10042100,0,0,0,5,0,2,0,9,16,00
CATAMARCA,Capayán,Miraflores,10042120,0,0,0,7,0,2,0,10,19,00
CATAMARCA,Capayán,San Martín,10042130,0,0,0,0,0,7,0,0,7,00
CATAMARCA,Capayán,Los Angeles,10042110,0,0,0,0,0,0,0,5,5,00
CATAMARCA,Capital,El Pantanillo,10049020,11,13,0,2,0,2,0,0,28,00
CATAMARCA,Capital,San Fernando del Valle de Catamarca,10049030,8238,10473,1,38963,0,1,0,14,57690,00
CATAMARCA,El Alto,El Alto,10056010,0,0,0,0,0,1,0,28,29,00
CATAMARCA,El Alto,Tapso,10056050,0,0,0,0,0,1,0,0,1,00
CATAMARCA,La Paz,Icaño,10070070,0,0,0,0,0,1,0,0,1,00
CATAMARCA,La Paz,Recreo,10070140,183,9,0,1619,0,1,0,5,1817,00
CATAMARCA,La Paz,San Antonio,10070150,0,0,0,0,0,0,0,26,26,00
CATAMARCA,La Paz,Quirós,10070120,0,0,0,0,0,0,0,27,27,00
CATAMARCA,Paclín,La Merced,10077050,72,0,0,0,0,4,0,5,81,00
CATAMARCA,Paclín,La Viña,10077060,0,0,0,0,0,0,0,10,10,00
CATAMARCA,Paclín,Las Lajas,10077070,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Paclín,San Antonio,10077100,0,0,0,0,0,1,0,7,8,00
CATAMARCA,Pomán,Mutquin,10084060,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Pomán,Pomán,10084070,0,0,0,0,0,2,0,0,2,00
CATAMARCA,Pomán,San Miguel,10084090,0,0,0,0,0,0,0,7,7,00
CATAMARCA,Pomán,Saujil,10084100,0,0,0,0,0,1,0,169,170,00
CATAMARCA,Pomán,Siján,10084110,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Pomán,Colpes,10084030,0,0,0,0,0,0,0,16,16,00
CATAMARCA,Santa María,La Loma,10091100,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Santa María,San José,10091140,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Santa María,Santa María,10091150,0,0,0,0,2151,1,0,0,2152,00
CATAMARCA,Santa Rosa,Alijilán,10098010,0,0,0,0,0,2,0,0,2,00
CATAMARCA,Santa Rosa,Bañado de Ovanta,10098020,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Santa Rosa,Lavalle,10098040,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Santa Rosa,Los Altos,10098050,0,0,0,0,0,1,0,6,7,00
CATAMARCA,Tinogasta,Fiambalá,10105110,0,0,0,8,0,2,0,7,17,00
CATAMARCA,Tinogasta,Tinogasta,10105180,510,0,0,1828,0,2,0,0,2340,00
CATAMARCA,Valle Viejo,El Portezuelo,10112010,0,0,0,0,0,6,0,0,6,00
CATAMARCA,Valle Viejo,San Isidro,10112040,0,0,0,2457,0,0,0,5,2462,00
CATAMARCA,Valle Viejo,Santa Rosa,10112030,0,0,0,759,0,0,0,5,764,00
CATAMARCA,Valle Viejo,Villa Dolores,10112030,0,0,0,103,0,0,0,5,108,00
CATAMARCA,Valle Viejo,Sumalao,10112030,0,0,0,1,0,0,0,5,6,00
CATAMARCA,Valle Viejo,Polcos,10112030,0,0,0,213,0,0,0,0,213,00
CATAMARCA,Valle Viejo,Pozo Del Mistol,10112030,0,0,0,18,0,0,0,0,18,00
CATAMARCA,Valle Viejo,El Bañado,10112030,0,0,0,7,0,0,0,0,7,00
CATAMARCA,Fray Mamerto Esquiú,San Antonio,10063050,0,0,0,4,0,0,0,0,4,00
CATAMARCA,Fray Mamerto Esquiú,San José,10063040,0,0,0,1,0,0,0,0,1,00
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,10063050,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Fray Mamerto Esquiú,La Carrera,10063050,0,0,0,0,0,1,0,0,1,00
CATAMARCA,Fray Mamerto Esquiú,El Hueco,10063050,0,0,0,26,0,0,0,0,26,00
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,10063050,0,0,0,0,0,0,0,5,5,00
CATAMARCA,Fray Mamerto Esquiú,La Tercena,10063050,0,0,0,0,0,0,0,5,5,00
CHACO,12 de Octubre,Gancedo,22036010,0,0,0,26,0,2,0,76,104,00
CHACO,12 de Octubre,General Pinedo,22036030,195,0,0,472,0,2,0,0,669,00
CHACO,1º de Mayo,Colonia Benítez,22126020,153,0,0,11,0,1,0,2,167,00
CHACO,1º de Mayo,Margarita Belén,22126030,382,0,0,180,0,0,0,77,639,00
CHACO,2 de Abril,Hermoso Campo,22039010,0,28,0,175,0,1,0,0,204,00
CHACO,2 de Abril,Itín,22039020,0,0,0,30,478,0,0,0,508,00
CHACO,25 de Mayo,Colonia Aborigen,22168010,0,0,0,0,0,0,0,46,46,00
CHACO,25 de Mayo,Machagai,22168020,369,311,0,45,0,0,0,269,994,00
CHACO,9 de Julio,Las Breñas,22105010,1293,0,0,74,0,1,0,0,1368,00
CHACO,Almirante Brown,Concepción del Bermejo,22007010,0,0,0,373,0,2,0,230,605,00
CHACO,Almirante Brown,Los Frentones,22007020,0,0,0,344,0,1,0,0,345,00
CHACO,Almirante Brown,Pampa del Infierno,22007030,0,0,0,1375,0,6,0,65,1446,00
CHACO,Almirante Brown,Taco Pozo,22007050,0,0,0,332,0,3,0,0,335,00
CHACO,Bermejo,General Vedia,22014010,153,0,0,30,0,1,0,205,389,00
CHACO,Bermejo,Isla del Cerrito,22014020,0,0,0,0,0,1,0,0,1,00
CHACO,Bermejo,La Leonesa,22014030,556,0,0,0,0,0,0,228,784,00
CHACO,Bermejo,Las Palmas,22014040,0,0,0,46,0,1,0,306,353,00
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050,0,0,0,14,0,0,0,51,65,00
CHACO,Bermejo,Puerto Eva Perón,22014070,0,0,0,15,0,1,0,41,57,00
CHACO,Chacabuco,Charata,22028010,1924,0,0,1186,0,2,0,230,3342,00
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,3559,112,0,5972,24,2,0,116,9785,00
CHACO,Fray Justo Santa María De Oro,Chorotis,22043010,0,0,0,0,25,0,0,0,25,00
CHACO,Fray Justo Santa María De Oro,OTROS,Sin Datos,0,0,0,0,60,0,0,0,60,00
CHACO,Fray Justo Santa María De Oro,Santa Sylvina,22043020,0,32,0,0,950,1,0,0,983,00
CHACO,General Belgrano,Corzuela,22049010,161,0,0,48,0,1,0,28,238,00
CHACO,General Donovan,La Escondida,22056010,51,209,0,189,0,2,0,0,451,00
CHACO,General Donovan,La Verde,22056020,14,27,0,39,305,2,0,0,387,00
CHACO,General Donovan,Lapachito,22056030,1,27,0,61,0,0,0,0,89,00
CHACO,General Donovan,Makallé,22056040,38,370,0,0,0,1,0,0,409,00
CHACO,General Güemes,El Espinillo,22063010,0,0,0,0,0,1,0,0,1,00
CHACO,General Güemes,El Sauzal,22063020,0,0,0,0,0,1,0,62,63,00
CHACO,General Güemes,El Sauzalito,22063030,0,0,0,0,0,1,0,0,1,00
CHACO,General Güemes,Fortín Lavalle,22063040,0,0,0,0,0,0,0,36,36,00
CHACO,General Güemes,Fuerte Esperanza,22063050,0,0,0,8,0,1,0,0,9,00
CHACO,General Güemes,Juan José Castelli,22063060,599,0,0,294,0,0,0,690,1583,00
CHACO,General Güemes,Miraflores,22063070,0,0,0,0,0,0,0,630,630,00
CHACO,General Güemes,Nueva Pompeya,22063080,0,0,0,1,0,3,0,308,312,00
CHACO,General Güemes,Villa Río Bermejito,22063100,4,0,0,194,0,2,0,222,422,00
CHACO,General Güemes,Wichi,22063110,0,0,0,0,0,1,0,91,92,00
CHACO,Independencia,Avia Terai,22070010,85,0,0,42,0,1,0,0,128,00
CHACO,Independencia,Campo Largo,22070020,125,0,0,482,3,0,0,0,610,00
CHACO,Libertad,Laguna Blanca,22077030,0,0,0,0,0,2,0,0,2,00
CHACO,Libertad,Puerto Tirol,22077040,541,1,0,114,0,0,0,163,819,00
CHACO,Libertador General San Martín,Ciervo Petiso,22084010,0,0,0,0,0,1,0,97,98,00
CHACO,Libertador General San Martín,General José de San Martín,22084020,511,1130,0,5083,0,0,0,450,7174,00
CHACO,Libertador General San Martín,La Eduvigis,22084030,0,0,0,0,0,1,0,0,1,00
CHACO,Libertador General San Martín,Laguna Limpia,22084040,0,0,0,0,0,0,0,32,32,00
CHACO,Libertador General San Martín,Pampa Almirón,22084050,0,0,0,26,0,0,0,55,81,00
CHACO,Libertador General San Martín,Pampa del Indio,22084060,0,0,0,25,0,2,0,757,784,00
CHACO,Libertador General San Martín,Presidencia Roca,22084070,0,0,0,13,0,2,0,196,211,00
CHACO,Maipú,Tres Isletas,22091010,461,0,0,0,0,0,0,77,538,00
CHACO,Mayor Luis J Fontana,Coronel Du Graty,22098010,122,73,0,264,0,1,0,516,976,00
CHACO,Mayor Luis J Fontana,Enrique Urién,22098020,0,0,0,37,0,1,0,0,38,00
CHACO,Mayor Luis J Fontana,Villa Angela,22098030,2756,1,0,852,0,0,0,406,4015,00
CHACO,O Higgins,La Clotilde,22112010,0,32,0,78,116,1,0,0,227,00
CHACO,O Higgins,La Tigra,22112020,1,0,0,0,252,1,0,0,254,00
CHACO,O Higgins,San Bernardo,22112030,147,0,0,14,38,3,0,0,202,00
CHACO,OTROS,OTROS,Sin Datos,0,0,0,0,24,0,0,0,24,00
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,216,327,0,58,0,0,0,0,601,00
CHACO,Quitilipi,Quitilipi,22133010,884,0,0,69,0,0,0,123,1076,00
CHACO,Quitilipi,Villa El Palmar,22133020,0,0,0,0,0,0,0,43,43,00
CHACO,San Fernando,Barranqueras,22140010,115,3865,0,146,0,0,0,15,4141,00
CHACO,San Fernando,Basail,22140020,98,67,0,0,0,1,0,57,223,00
CHACO,San Fernando,Fontana,22140040,0,0,0,110,0,0,0,70,180,00
CHACO,San Fernando,OTROS,Sin Datos,0,0,0,0,0,3,0,0,3,00
CHACO,San Fernando,Puerto Vilelas,22140050,0,0,0,9,0,1,0,0,10,00
CHACO,San Fernando,Resistencia,22140060,11650,55188,5,25299,2,6,0,223,92373,00
CHACO,San Lorenzo,Samuhú,22147010,0,0,0,0,0,1,0,0,1,00
CHACO,San Lorenzo,Villa Berthet,22147020,0,0,0,32,0,1,0,755,788,00
CHACO,Sargento Cabral,Capitán Solari,22154010,0,0,0,81,0,0,0,0,81,00
CHACO,Sargento Cabral,Colonia Elisa,22154020,0,0,0,0,0,2,0,0,2,00
CHACO,Sargento Cabral,Colonias Unidas,22154030,0,0,0,250,0,0,0,15,265,00
CHACO,Sargento Cabral,Las Garcitas,22154050,0,0,0,0,0,1,0,119,120,00
CHACO,Tapenagá,Charadai,22161010,0,0,0,27,0,1,0,0,28,00
CHUBUT,Biedma,Arroyo Verde,26007010,0,0,0,0,0,2,0,0,2,00
CHUBUT,Biedma,Puerto Madryn,26007020,3648,24433,200,3781,5283,9,0,2762,40116,00
CHUBUT,Biedma,Puerto Pirámide,26007030,0,0,0,0,0,1,0,37,38,00
CHUBUT,Biedma,Quinta El Mirador,26007040,0,0,0,0,0,0,0,22,22,00
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,26007050,0,0,0,0,0,0,0,127,127,00
CHUBUT,Cushamen,Cholila,26014020,0,0,1,0,0,1,0,0,2,00
CHUBUT,Cushamen,El Hoyo,26014040,216,0,0,319,0,0,0,709,1244,00
CHUBUT,Cushamen,Epuyén,26014060,1184,0,0,0,0,0,0,0,1184,00
CHUBUT,Cushamen,Gualjaina,26014070,0,0,0,0,0,2,0,0,2,00
CHUBUT,Cushamen,Lago Puelo,26014090,315,0,0,59,0,0,0,723,1097,00
CHUBUT,Cushamen,Leleque,26014100,0,0,0,0,0,2,0,0,2,00
CHUBUT,Cushamen,El Maitén,26014050,0,0,0,0,0,0,0,1,1,00
CHUBUT,Escalante,Comodoro Rivadavia,26021030,19602,12473,248,1739,336,37,0,16749,51184,00
CHUBUT,Escalante,Diadema Argentina,26021040,0,0,0,0,0,0,0,311,311,00
CHUBUT,Escalante,Rada Tilly,26021050,1143,1,34,1206,54,0,0,443,2881,00
CHUBUT,Escalante,Acceso Norte,26021020,0,0,0,0,0,1,0,0,1,00
CHUBUT,Escalante,Barrio Caleta Cordova,26021020,0,0,0,0,0,1,0,0,1,00
CHUBUT,Florentino Ameghino,Camarones,26028010,0,0,0,0,0,1,0,208,209,00
CHUBUT,Florentino Ameghino,Garayalde,26028020,0,0,0,0,0,0,0,3,3,00
CHUBUT,Futaleufú,Corcovado,26035020,0,0,1,0,0,5,0,0,6,00
CHUBUT,Futaleufú,Esquel,26035030,7142,1522,40,0,0,2,0,4527,13233,00
CHUBUT,Futaleufú,Los Cipreses,26035050,0,0,0,0,0,1,0,0,1,00
CHUBUT,Futaleufú,Trevelín,26035060,472,0,19,0,18,1,0,562,1072,00
CHUBUT,Futaleufú,Villa Futalaufquen,26035070,0,0,0,0,0,5,0,0,5,00
CHUBUT,Futaleufú,Aldea Escolar,26035010,0,0,0,0,0,1,0,0,1,00
CHUBUT,Futaleufú,Lago Rosario,26035040,0,0,0,0,0,2,0,0,2,00
CHUBUT,Gaiman,28 de Julio,26042040,0,0,0,12,1,1,0,0,14,00
CHUBUT,Gaiman,Dolavon,26042020,0,0,3,55,50,1,0,0,109,00
CHUBUT,Gaiman,Gaiman,26042030,223,0,15,90,658,2,0,0,988,00
CHUBUT,Gaiman,OTROS,Sin Datos,0,0,0,0,0,14,0,0,14,00
CHUBUT,Gastre,Blancuntre,26049010,0,0,0,0,0,1,0,0,1,00
CHUBUT,Gastre,El Escorial,26049020,0,0,0,0,0,1,0,0,1,00
CHUBUT,Gastre,Lagunita Salada,26049040,0,0,0,0,0,1,0,7,8,00
CHUBUT,Gastre,Yala Laubat,26049050,0,0,0,0,0,1,0,0,1,00
CHUBUT,Gastre,Gastre,26049030,0,0,0,0,0,0,0,103,103,00
CHUBUT,Languiñeo,Aldea Epulef,26056010,0,0,0,0,0,1,0,5,6,00
CHUBUT,Languiñeo,Carrenleufú,26056020,0,0,0,0,0,1,0,0,1,00
CHUBUT,Languiñeo,Colan Conhue,26056030,0,0,0,0,0,1,0,4,5,00
CHUBUT,Languiñeo,Paso del Sapo,26056040,0,0,0,0,0,2,0,30,32,00
CHUBUT,Languiñeo,Tecka,26056050,0,0,0,0,0,1,0,0,1,00
CHUBUT,Mártires,El Mirasol,26063010,0,0,0,0,0,1,0,0,1,00
CHUBUT,Mártires,Las Plumas,26063020,0,0,0,0,0,1,0,0,1,00
CHUBUT,Paso de Indios,Cerro Cóndor,26070010,0,1,0,0,0,1,0,0,2,00
CHUBUT,Paso de Indios,Los Altares,26070020,0,0,0,0,0,1,0,1,2,00
CHUBUT,Paso de Indios,Paso de Indios,26070030,0,0,0,0,0,1,0,0,1,00
CHUBUT,Rawson,Playa Unión,26077020,675,209,12,101,1,0,0,421,1419,00
CHUBUT,Rawson,Rawson,26077030,1747,8805,41,774,300,1,0,343,12011,00
CHUBUT,Rawson,Trelew,26077040,6877,23051,287,722,1094,3,0,1130,33164,00
CHUBUT,Rawson,Playa Magagna,26077010,0,1700,0,0,0,0,0,3,1703,00
CHUBUT,Río Senguer,Aldea Apeleg,26084010,0,0,0,0,0,1,0,1,2,00
CHUBUT,Río Senguer,Aldea Beleiro,26084020,0,0,0,0,0,2,0,0,2,00
CHUBUT,Río Senguer,Alto Río Senguer,26084030,0,0,1,0,0,2,0,1,4,00
CHUBUT,Río Senguer,Doctor Ricardo Rojas,26084040,0,0,0,0,0,1,0,0,1,00
CHUBUT,Río Senguer,Facundo,26084050,0,0,0,0,0,1,0,41,42,00
CHUBUT,Río Senguer,Lago Blanco,26084060,0,0,0,0,0,1,0,0,1,00
CHUBUT,Río Senguer,Río Mayo,26084070,0,0,0,4,0,2,0,180,186,00
CHUBUT,Sarmiento,Buen Pasto,26091010,0,0,0,0,0,1,0,0,1,00
CHUBUT,Sarmiento,SARMIENTO,26091020,2133,1,0,712,0,1,0,277,3124,00
CHUBUT,Tehuelches,Gobernador Costa,26098020,0,0,1,0,0,0,0,0,1,00
CHUBUT,Tehuelches,José de San Martín,26098030,0,0,0,0,0,1,0,0,1,00
CHUBUT,Tehuelches,Río Pico,26098040,0,0,1,0,0,2,0,0,3,00
CHUBUT,Telsen,Gan Gan,26105010,0,0,0,0,1,1,0,11,13,00
CHUBUT,Telsen,Telsen,26105020,0,16,0,0,0,4,0,42,62,00
CORDOBA,Calamuchita,Amboy,14007010,0,0,0,0,0,0,0,19,19,00
CORDOBA,Calamuchita,Cañada del Sauce,14007030,1,0,0,0,0,0,0,0,1,00
CORDOBA,Calamuchita,Capilla Vieja,14007040,0,0,0,0,0,0,0,5,5,00
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050,52,0,0,0,0,0,0,30,82,00
CORDOBA,Calamuchita,Embalse,14007060,0,0,0,1467,0,1,0,1877,3345,00
CORDOBA,Calamuchita,La Cruz,14007070,13,0,0,0,0,0,0,362,375,00
CORDOBA,Calamuchita,La Cumbrecita,14007080,0,0,0,0,0,0,0,250,250,00
CORDOBA,Calamuchita,Las Bajadas,14007090,0,0,0,0,0,0,0,16,16,00
CORDOBA,Calamuchita,Los Cóndores,14007110,423,0,0,0,0,1,0,507,931,00
CORDOBA,Calamuchita,Los Molinos,14007120,0,0,0,0,0,0,0,42,42,00
CORDOBA,Calamuchita,Los Reartes,14007130,30,0,0,342,0,1,0,375,748,00
CORDOBA,Calamuchita,Parque Calmayo,14007160,0,0,0,0,0,0,0,36,36,00
CORDOBA,Calamuchita,San Agustín,14007180,110,0,0,0,0,0,0,1,111,00
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190,0,0,0,0,0,0,0,11,11,00
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,1355,815,0,119,0,0,0,3079,5368,00
CORDOBA,Calamuchita,Villa Alpina,14007240,0,0,0,0,0,0,0,2,2,00
CORDOBA,Calamuchita,Villa Amancay,14007250,0,0,0,0,0,0,0,39,39,00
CORDOBA,Calamuchita,Villa Berna,14007260,31,0,0,0,0,0,0,6,37,00
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a Sección),14007270,0,0,0,0,0,0,0,219,219,00
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a Sección),14007170,0,0,0,0,0,0,0,8,8,00
CORDOBA,Calamuchita,Villa del Dique,14007290,555,0,0,256,128,0,0,866,1805,00
CORDOBA,Calamuchita,Villa General Belgrano,14007310,0,31,0,0,0,1,0,1129,1161,00
CORDOBA,Calamuchita,Villa Quillinzo,14007330,0,0,0,0,0,0,0,84,84,00
CORDOBA,Calamuchita,Villa Rumipal,14007340,0,0,0,43,0,0,0,937,980,00
CORDOBA,Calamuchita,Villa San Miguel,14007170,0,0,0,0,0,0,0,5,5,00
CORDOBA,Calamuchita,Villa Yacanto,14007360,0,0,0,0,0,0,0,7,7,00
CORDOBA,Calamuchita,Las Caleras,14007100,0,0,0,0,0,0,0,7,7,00
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),14007170,0,0,0,0,0,0,0,9,9,00
CORDOBA,Calamuchita,Segunda Usina,14007220,0,0,0,0,0,0,0,61,61,00
CORDOBA,Calamuchita,Río de los Sauces,14007170,0,0,0,0,0,0,0,1,1,00
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,0,400,0,0,0,0,0,0,400,00
CORDOBA,Capital,Córdoba,14014010,58016,222667,44,208950,1218,11,0,4276,495182,00
CORDOBA,Capital,OTROS,Sin Datos,0,0,0,0,0,0,0,695,695,00
CORDOBA,Colón,Agua de Oro,14021010,370,0,0,65,0,0,0,65,500,00
CORDOBA,Colón,Ascochinga,14021020,124,0,0,1,0,0,0,0,125,00
CORDOBA,Colón,Colonia Caroya,14021050,1132,505,0,6155,0,0,0,31,7823,00
CORDOBA,Colón,El Manzano,14021110,125,0,0,0,0,0,0,20,145,00
CORDOBA,Colón,General Paz,14021130,167,0,0,0,0,0,0,0,167,00
CORDOBA,Colón,Jesús María,14021140,1133,3877,0,6526,0,0,0,15,11551,00
CORDOBA,Colón,La Calera,14021150,1197,6525,0,1352,316,1,0,496,9887,00
CORDOBA,Colón,La Granja,14021160,437,0,0,1,0,0,0,26,464,00
CORDOBA,Colón,Los Molles,14021180,0,0,0,0,0,2,0,0,2,00
CORDOBA,Colón,Malvinas Argentinas,14021190,1122,0,0,291,0,0,0,229,1642,00
CORDOBA,Colón,Mendiolaza,14021200,821,2606,0,841,2,0,0,195,4465,00
CORDOBA,Colón,OTROS,Sin Datos,0,0,0,0,0,0,0,287,287,00
CORDOBA,Colón,Pajas Blancas,14021220,0,0,0,0,0,0,0,19,19,00
CORDOBA,Colón,Río Ceballos,14021230,1049,5510,0,4,1,2,0,444,7010,00
CORDOBA,Colón,Saldán,14021240,69,4193,0,73,0,0,0,270,4605,00
CORDOBA,Colón,Salsipuedes,14021250,891,467,0,9,0,0,0,387,1754,00
CORDOBA,Colón,Unquillo,14021280,2198,873,0,905,0,0,0,603,4579,00
